Title;Authors;Year;Journal_Conference;DOI_URL;Database_source;Abstract;Inclusion_Exclusion_decision;Reason_for_inclusion_exclusion;Internal_Source_ID
Novel spatial transcriptomics for cardiovascular research;M. White, N. Harris, O. Martin;2025;PLOS Computational Biology;https://doi.org/10.1093/bioinformatics/btac547;PubMed;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Spatial Transcriptomics methodology relevant to cardiac research;PMID:40600322
Multi-modal cardiac regeneration in cardiac biology;Q. Phillips, R. Campbell, S. Parker;2021;Nature Methods;https://doi.org/10.1038/s41467-21-54438-2;PubMed;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Cardiac Regeneration methodology relevant to cardiac research;PMID:40600323
iPSC-CM Differentiation methods for cardiomyocyte analysis;P. Thompson, Q. Garcia, R. Martinez;2022;BMC Bioinformatics;https://doi.org/10.1093/bioinformatics/btac920;PubMed;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;iPSC-CM Differentiation methodology relevant to cardiac research;PMID:40600324
Multi-modal single-cell analysis in cardiac biology;D. Brown, E. Davis, F. Miller;2016;Stem Cell Reports;https://doi.org/10.1093/bioinformatics/btab658;PubMed;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Insufficient sample size for conclusions;PMID:40600325
Novel deep learning for cardiovascular research;D. Brown, E. Davis, F. Miller;2019;PLOS Computational Biology;https://doi.org/10.1093/bioinformatics/btac776;PubMed;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Deep Learning methodology relevant to cardiac research;PMID:40600326
Spatially-resolved multi-omics in cardiac development;V. Lewis, W. Lee, X. Walker;2019;Briefings in Bioinformatics;https://doi.org/10.1093/bioinformatics/btad270;Oxford Academic;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Multi-omics Integration methodology relevant to cardiac research;PMID:40600327
Attention Mechanisms applications in cardiac tissue analysis;V. Lewis, W. Lee, X. Walker;2022;Frontiers in Bioinformatics;https://doi.org/10.1093/bioinformatics/btac729;PubMed;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Attention Mechanisms methodology relevant to cardiac research;PMID:40600328
Recurrent Neural Networks applications in cardiac tissue analysis;E. Hill, F. Scott, G. Green;2021;IEEE Transactions on Medical Imaging;https://doi.org/10.1093/bioinformatics/btaa787;IEEE Xplore;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Purely theoretical without experimental validation;IEEE:1234929
Explainable AI methods for cardiomyocyte analysis;P. Thompson, Q. Garcia, R. Martinez;2025;Journal of Cardiovascular Research;https://doi.org/10.1093/bioinformatics/btab131;PubMed;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Explainable AI methodology relevant to cardiac research;PMID:40600330
Novel GNN applications for cardiovascular research;E. Hill, F. Scott, G. Green;2017;bioRxiv;https://doi.org/10.1101/2017.04.25.776502;bioRxiv preprint;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Graph Neural Networks methodology relevant to cardiac research;bioRxiv:2024.08.02.232361
Spatially-resolved spatial transcriptomics in cardiac development;S. Robinson, T. Clark, U. Rodriguez;2020;Frontiers in Bioinformatics;https://doi.org/10.1093/bioinformatics/btaa719;PubMed;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Spatial Transcriptomics methodology relevant to cardiac research;PMID:40600332
Cardiac Regeneration for predictive modeling in cardiology;P. Thompson, Q. Garcia, R. Martinez;2017;Nature Methods;https://doi.org/10.1038/s41467-17-68188-1;PubMed;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Cardiac Regeneration methodology relevant to cardiac research;PMID:40600333
iPSC-CM Differentiation for predictive modeling in cardiology;Y. Hall, Z. Allen, A. Young;2024;Nature;https://doi.org/10.1038/s41467-24-62171-5;PubMed;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;iPSC-CM Differentiation methodology relevant to cardiac research;PMID:40600334
Novel single-cell analysis for cardiovascular research;J. Anderson, K. Thomas, L. Jackson;2025;IEEE Transactions on Medical Imaging;https://doi.org/10.1093/bioinformatics/btaa853;IEEE Xplore;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Single-cell Analysis methodology relevant to cardiac research;IEEE:1234935
Multi-modal deep learning in cardiac biology;Y. Hall, Z. Allen, A. Young;2017;BMC Bioinformatics;https://doi.org/10.1093/bioinformatics/btaa368;PubMed;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Deep Learning methodology relevant to cardiac research;PMID:40600336
Spatially-resolved multi-omics in cardiac development;J. Anderson, K. Thomas, L. Jackson;2019;Nature Methods;https://doi.org/10.1038/s41467-19-47431-7;PubMed;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Focus on non-cardiac tissue applications;PMID:40600337
Novel attention mechanisms for cardiovascular research;G. Wilson, H. Moore, I. Taylor;2018;Cell;https://doi.org/10.1093/bioinformatics/btad276;PubMed;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Attention Mechanisms methodology relevant to cardiac research;PMID:40600338
Recurrent Neural Networks for predictive modeling in cardiology;K. Nelson, L. Carter, M. Mitchell;2022;Genome Biology;https://doi.org/10.1093/bioinformatics/btac826;PubMed;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Recurrent Neural Networks methodology relevant to cardiac research;PMID:40600339
Advanced explainable artificial intelligence in spatial cardiac data;Y. Hall, Z. Allen, A. Young;2016;Nucleic Acids Research;https://doi.org/10.1093/bioinformatics/btac971;Oxford Academic;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Explainable AI methodology relevant to cardiac research;PMID:40600340
Graph Neural Networks for predictive modeling in cardiology;K. Nelson, L. Carter, M. Mitchell;2017;Science;https://doi.org/10.1093/bioinformatics/btab224;PubMed;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Graph Neural Networks methodology relevant to cardiac research;PMID:40600341
Interpretable spatially resolved transcriptomics for heart failure;J. Anderson, K. Thomas, L. Jackson;2018;Nature;https://doi.org/10.1038/s41467-18-13445-5;PubMed;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Spatial Transcriptomics methodology relevant to cardiac research;PMID:40600342
Interpretable heart regeneration for heart failure;P. Thompson, Q. Garcia, R. Martinez;2023;Cell Genomics;https://doi.org/10.1093/bioinformatics/btab726;PubMed;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Cardiac Regeneration methodology relevant to cardiac research;PMID:40600343
Multi-modal iPSC-CM differentiation in cardiac biology;M. White, N. Harris, O. Martin;2016;Genome Biology;https://doi.org/10.1093/bioinformatics/btad638;PubMed;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;iPSC-CM Differentiation methodology relevant to cardiac research;PMID:40600344
Spatially-resolved single-cell analysis in cardiac development;N. Perez, O. Roberts, P. Turner;2021;Stem Cell Reports;https://doi.org/10.1093/bioinformatics/btaa228;PubMed;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Single-cell Analysis methodology relevant to cardiac research;PMID:40600345
Interpretable neural networks for heart failure;V. Lewis, W. Lee, X. Walker;2020;Genome Biology;https://doi.org/10.1093/bioinformatics/btac231;PubMed;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Deep Learning methodology relevant to cardiac research;PMID:40600346
Integrative integrated omics in heart disease;G. Wilson, H. Moore, I. Taylor;2023;Cell Genomics;https://doi.org/10.1093/bioinformatics/btad614;PubMed;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Multi-omics Integration methodology relevant to cardiac research;PMID:40600347
Integrative transformer models in heart disease;Y. Hall, Z. Allen, A. Young;2015;Cell;https://doi.org/10.1093/bioinformatics/btac268;PubMed;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Attention Mechanisms methodology relevant to cardiac research;PMID:40600348
Computational RNNs for cardiac regeneration;Q. Phillips, R. Campbell, S. Parker;2017;PLOS Computational Biology;https://doi.org/10.1093/bioinformatics/btac631;PubMed;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Recurrent Neural Networks methodology relevant to cardiac research;PMID:40600349
Computational XAI methods for cardiac regeneration;M. White, N. Harris, O. Martin;2019;Genome Biology;https://doi.org/10.1093/bioinformatics/btac228;PubMed;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Duplicate methodology from included studies;PMID:40600350
Graph Neural Networks methods for cardiomyocyte analysis;B. King, C. Wright, D. Lopez;2025;Briefings in Bioinformatics;https://doi.org/10.1093/bioinformatics/btaa614;Oxford Academic;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Graph Neural Networks methodology relevant to cardiac research;PMID:40600351
Spatially-resolved spatial transcriptomics in cardiac development;B. King, C. Wright, D. Lopez;2025;Science;https://doi.org/10.1093/bioinformatics/btab275;PubMed;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Spatial Transcriptomics methodology relevant to cardiac research;PMID:40600352
Spatially-resolved cardiac regeneration in cardiac development;H. Adams, I. Baker, J. Gonzalez;2025;bioRxiv;https://doi.org/10.1101/2025.01.27.129751;bioRxiv preprint;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Cardiac Regeneration methodology relevant to cardiac research;bioRxiv:2024.10.11.983456
Spatially-resolved iPSC-CM differentiation in cardiac development;E. Hill, F. Scott, G. Green;2016;Bioinformatics;https://doi.org/10.1093/bioinformatics/btac766;Oxford Academic;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Preliminary results without validation;PMID:40600354
Spatially-resolved single-cell analysis in cardiac development;S. Robinson, T. Clark, U. Rodriguez;2018;Cell Genomics;https://doi.org/10.1093/bioinformatics/btaa609;PubMed;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Single-cell Analysis methodology relevant to cardiac research;PMID:40600355
Advanced neural networks in spatial cardiac data;M. White, N. Harris, O. Martin;2025;Nucleic Acids Research;https://doi.org/10.1093/bioinformatics/btad350;Oxford Academic;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Deep Learning methodology relevant to cardiac research;PMID:40600356
Interpretable integrated omics for heart failure;M. White, N. Harris, O. Martin;2025;Journal of Cardiovascular Research;https://doi.org/10.1093/bioinformatics/btaa805;PubMed;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Multi-omics Integration methodology relevant to cardiac research;PMID:40600357
Multi-modal attention mechanisms in cardiac biology;V. Lewis, W. Lee, X. Walker;2015;Science;https://doi.org/10.1093/bioinformatics/btad575;PubMed;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Attention Mechanisms methodology relevant to cardiac research;PMID:40600358
Integrative LSTM networks in heart disease;B. King, C. Wright, D. Lopez;2018;PLOS Computational Biology;https://doi.org/10.1093/bioinformatics/btac982;PubMed;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Recurrent Neural Networks methodology relevant to cardiac research;PMID:40600359
Integrative explainable artificial intelligence in heart disease;S. Robinson, T. Clark, U. Rodriguez;2020;Frontiers in Bioinformatics;https://doi.org/10.1093/bioinformatics/btac627;PubMed;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Explainable AI methodology relevant to cardiac research;PMID:40600360
Computational GNN applications for cardiac regeneration;P. Thompson, Q. Garcia, R. Martinez;2023;Cell;https://doi.org/10.1093/bioinformatics/btad225;PubMed;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Graph Neural Networks methodology relevant to cardiac research;PMID:40600361
Integrative spatially resolved transcriptomics in heart disease;J. Anderson, K. Thomas, L. Jackson;2019;Nature Methods;https://doi.org/10.1038/s41467-19-22689-0;PubMed;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Spatial Transcriptomics methodology relevant to cardiac research;PMID:40600362
Spatially-resolved cardiac regeneration in cardiac development;N. Perez, O. Roberts, P. Turner;2019;Journal of Cardiovascular Research;https://doi.org/10.1093/bioinformatics/btad354;PubMed;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Preliminary results without validation;PMID:40600363
Spatially-resolved iPSC-CM differentiation in cardiac development;Q. Phillips, R. Campbell, S. Parker;2017;PLOS Computational Biology;https://doi.org/10.1093/bioinformatics/btac294;PubMed;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;iPSC-CM Differentiation methodology relevant to cardiac research;PMID:40600364
Interpretable scRNA-seq for heart failure;Y. Hall, Z. Allen, A. Young;2017;BMC Bioinformatics;https://doi.org/10.1093/bioinformatics/btad415;PubMed;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Single-cell Analysis methodology relevant to cardiac research;PMID:40600365
Multi-modal deep learning in cardiac biology;D. Brown, E. Davis, F. Miller;2022;Nature Communications;https://doi.org/10.1038/s41467-22-76249-7;PubMed;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Limited deep learning component;PMID:40600366
Multi-omics Integration for predictive modeling in cardiology;B. King, C. Wright, D. Lopez;2018;Circulation Research;https://doi.org/10.1093/bioinformatics/btaa151;PubMed;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Multi-omics Integration methodology relevant to cardiac research;PMID:40600367
Interpretable transformer models for heart failure;B. King, C. Wright, D. Lopez;2019;BMC Bioinformatics;https://doi.org/10.1093/bioinformatics/btac649;PubMed;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Attention Mechanisms methodology relevant to cardiac research;PMID:40600368
Integrative LSTM networks in heart disease;S. Robinson, T. Clark, U. Rodriguez;2015;Cell;https://doi.org/10.1093/bioinformatics/btac844;PubMed;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Recurrent Neural Networks methodology relevant to cardiac research;PMID:40600369
Explainable AI applications in cardiac tissue analysis;P. Thompson, Q. Garcia, R. Martinez;2020;Journal of Cardiovascular Research;https://doi.org/10.1093/bioinformatics/btad152;PubMed;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Explainable AI methodology relevant to cardiac research;PMID:40600370
Graph Neural Networks for predictive modeling in cardiology;J. Anderson, K. Thomas, L. Jackson;2024;Nucleic Acids Research;https://doi.org/10.1093/bioinformatics/btac175;Oxford Academic;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Graph Neural Networks methodology relevant to cardiac research;PMID:40600371
Spatial Transcriptomics methods for cardiomyocyte analysis;V. Lewis, W. Lee, X. Walker;2021;Epigenetics & Chromatin;https://doi.org/10.1093/bioinformatics/btac945;PubMed;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Spatial Transcriptomics methodology relevant to cardiac research;PMID:40600372
Cardiac Regeneration for predictive modeling in cardiology;D. Brown, E. Davis, F. Miller;2024;bioRxiv;https://doi.org/10.1101/2024.06.18.483366;bioRxiv preprint;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Cardiac Regeneration methodology relevant to cardiac research;bioRxiv:2024.03.04.513037
iPSC-CM Differentiation methods for cardiomyocyte analysis;B. King, C. Wright, D. Lopez;2017;Circulation Research;https://doi.org/10.1093/bioinformatics/btad612;PubMed;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;iPSC-CM Differentiation methodology relevant to cardiac research;PMID:40600374
Integrative scRNA-seq in heart disease;A. Smith, B. Johnson, C. Williams;2015;Bioinformatics;https://doi.org/10.1093/bioinformatics/btac923;Oxford Academic;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Single-cell Analysis methodology relevant to cardiac research;PMID:40600375
Integrative neural networks in heart disease;V. Lewis, W. Lee, X. Walker;2022;Epigenetics & Chromatin;https://doi.org/10.1093/bioinformatics/btab435;PubMed;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Deep Learning methodology relevant to cardiac research;PMID:40600376
Multi-modal multi-omics in cardiac biology;G. Wilson, H. Moore, I. Taylor;2024;PLOS Computational Biology;https://doi.org/10.1093/bioinformatics/btac707;PubMed;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Multi-omics Integration methodology relevant to cardiac research;PMID:40600377
Attention Mechanisms methods for cardiomyocyte analysis;N. Perez, O. Roberts, P. Turner;2020;Epigenetics & Chromatin;https://doi.org/10.1093/bioinformatics/btad825;PubMed;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Attention Mechanisms methodology relevant to cardiac research;PMID:40600378
Recurrent Neural Networks applications in cardiac tissue analysis;V. Lewis, W. Lee, X. Walker;2024;Briefings in Bioinformatics;https://doi.org/10.1093/bioinformatics/btac439;Oxford Academic;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Recurrent Neural Networks methodology relevant to cardiac research;PMID:40600379
Spatially-resolved XAI methods in cardiac development;S. Robinson, T. Clark, U. Rodriguez;2025;Cell;https://doi.org/10.1093/bioinformatics/btac915;PubMed;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Explainable AI methodology relevant to cardiac research;PMID:40600380
Interpretable graph neural networks for heart failure;B. King, C. Wright, D. Lopez;2025;Nature Communications;https://doi.org/10.1038/s41467-25-44803-9;PubMed;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Graph Neural Networks methodology relevant to cardiac research;PMID:40600381
Spatial Transcriptomics applications in cardiac tissue analysis;H. Adams, I. Baker, J. Gonzalez;2024;Frontiers in Genetics;https://doi.org/10.1093/bioinformatics/btad274;PubMed;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Duplicate methodology from included studies;PMID:40600382
Computational cardiac regeneration for cardiac regeneration;K. Nelson, L. Carter, M. Mitchell;2023;bioRxiv;https://doi.org/10.1101/2023.01.19.834549;bioRxiv preprint;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Cardiac Regeneration methodology relevant to cardiac research;bioRxiv:2024.07.05.961574
Interpretable induced pluripotent stem cell cardiomyocytes for heart failure;A. Smith, B. Johnson, C. Williams;2016;Circulation Research;https://doi.org/10.1093/bioinformatics/btac528;PubMed;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;iPSC-CM Differentiation methodology relevant to cardiac research;PMID:40600384
Computational single-cell analysis for cardiac regeneration;H. Adams, I. Baker, J. Gonzalez;2017;Stem Cell Reports;https://doi.org/10.1093/bioinformatics/btad613;PubMed;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Single-cell Analysis methodology relevant to cardiac research;PMID:40600385
Deep Learning applications in cardiac tissue analysis;N. Perez, O. Roberts, P. Turner;2024;BMC Bioinformatics;https://doi.org/10.1093/bioinformatics/btab631;PubMed;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Deep Learning methodology relevant to cardiac research;PMID:40600386
Interpretable integrated omics for heart failure;P. Thompson, Q. Garcia, R. Martinez;2018;Nucleic Acids Research;https://doi.org/10.1093/bioinformatics/btad421;Oxford Academic;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Multi-omics Integration methodology relevant to cardiac research;PMID:40600387
Attention Mechanisms methods for cardiomyocyte analysis;Q. Phillips, R. Campbell, S. Parker;2017;Nature Methods;https://doi.org/10.1038/s41467-17-54869-8;PubMed;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Attention Mechanisms methodology relevant to cardiac research;PMID:40600388
Interpretable LSTM networks for heart failure;B. King, C. Wright, D. Lopez;2020;IEEE Transactions on Medical Imaging;https://doi.org/10.1093/bioinformatics/btab352;IEEE Xplore;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Recurrent Neural Networks methodology relevant to cardiac research;IEEE:1234989
Computational XAI methods for cardiac regeneration;M. White, N. Harris, O. Martin;2019;Nucleic Acids Research;https://doi.org/10.1093/bioinformatics/btac889;Oxford Academic;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Explainable AI methodology relevant to cardiac research;PMID:40600390
Interpretable graph neural networks for heart failure;H. Adams, I. Baker, J. Gonzalez;2019;Circulation Research;https://doi.org/10.1093/bioinformatics/btac591;PubMed;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Focus on non-cardiac tissue applications;PMID:40600391
Advanced spatially resolved transcriptomics in spatial cardiac data;Q. Phillips, R. Campbell, S. Parker;2020;Nucleic Acids Research;https://doi.org/10.1093/bioinformatics/btac224;Oxford Academic;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Spatial Transcriptomics methodology relevant to cardiac research;PMID:40600392
Multi-modal cardiac regeneration in cardiac biology;S. Robinson, T. Clark, U. Rodriguez;2024;Nucleic Acids Research;https://doi.org/10.1093/bioinformatics/btac891;Oxford Academic;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Cardiac Regeneration methodology relevant to cardiac research;PMID:40600393
Advanced induced pluripotent stem cell cardiomyocytes in spatial cardiac data;A. Smith, B. Johnson, C. Williams;2017;Briefings in Bioinformatics;https://doi.org/10.1093/bioinformatics/btaa454;Oxford Academic;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;iPSC-CM Differentiation methodology relevant to cardiac research;PMID:40600394
Interpretable scRNA-seq for heart failure;H. Adams, I. Baker, J. Gonzalez;2022;IEEE Transactions on Medical Imaging;https://doi.org/10.1093/bioinformatics/btab306;IEEE Xplore;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Preliminary results without validation;IEEE:1234995
Deep Learning methods for cardiomyocyte analysis;Q. Phillips, R. Campbell, S. Parker;2023;IEEE Transactions on Medical Imaging;https://doi.org/10.1093/bioinformatics/btac240;IEEE Xplore;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Deep Learning methodology relevant to cardiac research;IEEE:1234996
Multi-omics Integration applications in cardiac tissue analysis;H. Adams, I. Baker, J. Gonzalez;2016;bioRxiv;https://doi.org/10.1101/2016.11.17.336633;bioRxiv preprint;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Multi-omics Integration methodology relevant to cardiac research;bioRxiv:2024.10.08.354235
Novel attention mechanisms for cardiovascular research;A. Smith, B. Johnson, C. Williams;2025;Frontiers in Genetics;https://doi.org/10.1093/bioinformatics/btad438;PubMed;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Limited deep learning component;PMID:40600398
Integrative LSTM networks in heart disease;E. Hill, F. Scott, G. Green;2022;Cell;https://doi.org/10.1093/bioinformatics/btaa663;PubMed;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Recurrent Neural Networks methodology relevant to cardiac research;PMID:40600399
Interpretable explainable artificial intelligence for heart failure;E. Hill, F. Scott, G. Green;2017;Stem Cell Reports;https://doi.org/10.1093/bioinformatics/btad766;PubMed;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Explainable AI methodology relevant to cardiac research;PMID:40600400
Advanced graph neural networks in spatial cardiac data;P. Thompson, Q. Garcia, R. Martinez;2018;Briefings in Bioinformatics;https://doi.org/10.1093/bioinformatics/btaa887;Oxford Academic;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Graph Neural Networks methodology relevant to cardiac research;PMID:40600401
Spatial Transcriptomics methods for cardiomyocyte analysis;J. Anderson, K. Thomas, L. Jackson;2016;Cell Genomics;https://doi.org/10.1093/bioinformatics/btaa279;PubMed;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Spatial Transcriptomics methodology relevant to cardiac research;PMID:40600402
Cardiac Regeneration applications in cardiac tissue analysis;Q. Phillips, R. Campbell, S. Parker;2021;Science;https://doi.org/10.1093/bioinformatics/btad906;PubMed;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Lacks spatial resolution in omics analysis;PMID:40600403
Advanced induced pluripotent stem cell cardiomyocytes in spatial cardiac data;Q. Phillips, R. Campbell, S. Parker;2022;Science;https://doi.org/10.1093/bioinformatics/btaa109;PubMed;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;iPSC-CM Differentiation methodology relevant to cardiac research;PMID:40600404
Novel single-cell analysis for cardiovascular research;B. King, C. Wright, D. Lopez;2019;Cell Genomics;https://doi.org/10.1093/bioinformatics/btac391;PubMed;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Single-cell Analysis methodology relevant to cardiac research;PMID:40600405
Interpretable neural networks for heart failure;Y. Hall, Z. Allen, A. Young;2022;Nucleic Acids Research;https://doi.org/10.1093/bioinformatics/btab971;Oxford Academic;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Deep Learning methodology relevant to cardiac research;PMID:40600406
Computational multi-omics for cardiac regeneration;M. White, N. Harris, O. Martin;2023;Nature Methods;https://doi.org/10.1038/s41467-23-24764-5;PubMed;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Lacks spatial resolution in omics analysis;PMID:40600407
Advanced transformer models in spatial cardiac data;E. Hill, F. Scott, G. Green;2017;Nature Methods;https://doi.org/10.1038/s41467-17-34405-0;PubMed;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Attention Mechanisms methodology relevant to cardiac research;PMID:40600408
